City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,happy valley-goose bay,53.3168,-60.3315,0.17,64,75,4.12,CA,1698027221
362,revda,56.801,59.9303,-2.66,81,100,5.97,RU,1698027221
363,puerto deseado,-47.7503,-65.8938,7.92,71,0,3.33,AR,1698027222
364,carnarvon,-24.8667,113.6333,22.87,48,1,7.47,AU,1698027222
365,kavieng,-2.5744,150.7967,29.16,71,92,3.81,PG,1698027222
366,schoneiche,52.4667,13.6833,9.99,90,20,2.57,DE,1698027224
367,al bawiti,28.3492,28.8659,19.15,86,0,3.38,EG,1698027225
368,iwanai,42.9744,140.5089,12.34,54,41,7.07,JP,1698026953
369,kermit,31.8576,-103.0927,23.84,60,75,7.2,US,1698027225
370,itoman,26.1247,127.6694,27.01,65,75,4.63,JP,1698027225
371,al jawf,29.5,38.75,21.85,41,7,3.3,SA,1698027226
372,yoichi,43.2039,140.7703,12.38,53,16,8.58,JP,1698027226
373,lompoc,34.6391,-120.4579,17.36,95,100,4.12,US,1698027218
374,greymouth,-42.4667,171.2,14.11,63,64,3.35,NZ,1698026964
375,guarapari,-20.6667,-40.4975,20.96,87,100,1.5,BR,1698027226
376,yashan,22.1975,109.9419,23.37,80,9,2.56,CN,1698027227
377,ha'il,27.5219,41.6907,23.01,43,40,2.06,SA,1698027228
378,los llanos,18.6203,-69.4958,25.87,95,28,2.0,DO,1698027228
379,polyarnyy,69.1989,33.4478,0.62,77,100,8.53,RU,1698027229
380,dolores,-36.3132,-57.6792,14.84,95,84,3.45,AR,1698026989
381,zaltan,32.947,11.8665,26.15,37,0,3.09,LY,1698027229
382,itacare,-14.2775,-38.9967,23.25,91,83,1.58,BR,1698027182
383,ballymena,54.8636,-6.2763,5.1,90,100,2.47,GB,1698027230
384,ceeldheer,3.8488,47.1806,26.52,82,20,3.82,SO,1698027230
385,margate,51.3813,1.3862,11.06,78,18,3.09,GB,1698026969
386,puerto leguizamo,-0.1934,-74.7819,22.85,96,100,0.34,CO,1698027231
387,macas,-2.3167,-78.1167,19.65,96,99,1.22,EC,1698027231
388,atar,20.5169,-13.0499,23.89,50,0,0.93,MR,1698027231
389,pearsall,28.8922,-99.095,26.02,55,44,6.16,US,1698027231
390,les anglais,18.3054,-74.2197,27.18,81,99,2.01,HT,1698027232
391,villa carlos paz,-31.4241,-64.4978,18.27,95,100,3.58,AR,1698027232
392,kavaratti,10.5669,72.642,28.18,75,100,3.26,IN,1698026890
393,fairmont,39.4851,-80.1426,4.95,86,0,1.19,US,1698027143
394,hede,33.7681,120.2517,20.41,57,0,2.88,CN,1698027232
395,antofagasta,-23.65,-70.4,17.28,77,36,1.78,CL,1698027233
396,zouerate,22.7187,-12.4521,23.35,48,0,4.01,MR,1698027233
397,sassandra,4.95,-6.0833,24.39,94,99,2.27,CI,1698027233
398,utrik,11.2278,169.8474,25.3,91,100,9.72,MH,1698027234
399,smara,26.7384,-11.6719,21.67,64,71,2.52,EH,1698027234
400,la rinconada,37.4873,-5.9826,12.84,94,0,2.06,ES,1698027234
401,yaren,-0.5472,166.916,28.75,75,100,4.63,NR,1698027235
402,mirnyy,62.5353,113.9611,-2.09,92,99,4.02,RU,1698027235
403,wenxing,28.6667,112.8833,23.66,38,0,1.79,CN,1698027236
404,mukalla,14.5425,49.1242,27.29,57,97,2.71,YE,1698027236
405,noosa heads,-26.3833,153.15,32.41,60,0,8.03,AU,1698027237
406,frederico westphalen,-27.3592,-53.3944,20.75,87,100,1.45,BR,1698027237
407,cabedelo,-6.9811,-34.8339,24.37,79,100,5.55,BR,1698027238
408,deal,51.2232,1.4043,11.02,80,34,3.62,GB,1698027238
409,pangkalanbuun,-2.6833,111.6167,29.41,74,96,0.73,ID,1698026986
410,bikenibeu village,1.3673,173.1241,29.98,79,75,2.06,KI,1698027239
411,walvis bay,-22.9575,14.5053,12.83,93,0,3.73,NA,1698027240
412,kanggye,40.9695,126.5852,15.45,58,0,1.42,KP,1698026962
413,puqi,29.7167,113.8833,22.97,38,0,1.3,CN,1698027241
414,canton,23.1167,113.25,22.97,66,99,1.72,CN,1698027109
415,gadzhiyevo,69.2551,33.3362,0.46,76,99,8.6,RU,1698027241
416,kamenka,51.3223,42.7678,5.3,69,70,5.5,RU,1698027241
417,badiyah,22.45,58.8,22.94,72,100,2.09,OM,1698027242
418,pleiku,13.9833,108.0,24.69,78,41,1.06,VN,1698027242
419,thunder bay,48.4001,-89.3168,7.71,84,100,2.26,CA,1698026905
420,coronel dorrego,-38.7187,-61.2873,11.88,94,100,3.02,AR,1698027242
421,copiapo,-27.3667,-70.3333,17.45,66,91,0.75,CL,1698027243
422,san andres,12.5847,-81.7006,25.01,100,40,3.09,CO,1698027243
423,brisas de zicatela,15.8369,-97.0419,26.28,76,100,1.28,MX,1698027243
424,kasongo-lunda,-6.4667,16.8167,20.7,96,100,0.73,CD,1698027243
425,illapel,-31.6308,-71.1653,13.76,89,100,1.32,CL,1698027244
426,pangody,65.85,74.4859,-2.96,92,94,5.35,RU,1698027244
427,sao vicente,-23.9631,-46.3919,22.21,26,96,1.68,BR,1698027244
428,westport,41.1415,-73.3579,8.45,69,100,4.63,US,1698027245
429,gidam,18.9833,81.4,18.98,76,100,1.27,IN,1698027245
430,masterton,-40.9597,175.6575,15.49,38,0,0.8,NZ,1698026998
431,butembo,0.15,29.2833,14.34,95,81,1.08,CD,1698027245
432,malango,-2.9627,119.9001,29.21,47,14,1.6,ID,1698027246
433,rongelap,11.1635,166.8941,27.21,82,100,8.33,MH,1698027246
434,guozhen,34.3659,107.359,18.61,60,11,0.37,CN,1698026964
435,undurkhaan,47.3194,110.6556,6.49,53,15,1.91,MN,1698027247
436,ironwood,46.4547,-90.171,4.42,93,20,0.0,US,1698027247
437,erbendorf,49.8403,12.0447,5.86,92,0,0.0,DE,1698027248
438,albu kamal,34.45,40.9186,22.2,37,10,1.87,SY,1698027248
439,presque isle,46.6811,-68.0159,8.15,72,100,4.12,US,1698027249
440,borskoye,53.0333,51.7167,-0.43,71,100,2.58,RU,1698027250
441,lanzhou,36.0564,103.7922,13.3,49,0,0.34,CN,1698026986
442,kruisfontein,-34.0033,24.7314,10.17,82,100,2.92,ZA,1698027251
443,tazacorte,28.629,-17.9293,20.54,52,0,3.09,ES,1698027251
444,soio,-6.1349,12.3689,24.52,90,99,3.11,AO,1698027252
445,aras-asan,8.8908,126.3033,28.96,70,89,1.15,PH,1698027252
446,lerwick,60.1545,-1.1494,10.0,73,12,5.61,GB,1698027253
447,messaad,34.1543,3.5031,16.62,30,0,1.49,DZ,1698027253
448,luderitz,-26.6481,15.1594,14.76,89,40,0.88,NA,1698027254
449,ebon,4.582,168.6964,28.67,73,100,1.95,MH,1698027254
450,vavatenina,-17.4667,49.2,20.64,89,96,0.97,MG,1698027255
451,kisangani,0.5167,25.2,21.04,99,100,0.62,CD,1698027255
452,zaio,34.9428,-2.7329,18.9,66,91,2.6,MA,1698027255
453,lincoln,40.8,-96.667,16.11,53,0,4.12,US,1698026964
454,tomatlan,19.9333,-105.25,23.64,93,16,0.89,MX,1698027256
455,guane,22.2025,-84.0875,23.4,82,31,2.82,CU,1698027256
456,ilovlya,49.3033,43.9796,5.76,56,94,4.22,RU,1698027256
457,al hada,21.3675,40.2869,16.66,28,0,6.23,SA,1698027256
458,manokwari,-0.8667,134.0833,28.49,72,99,0.69,ID,1698027257
459,labrador city,52.9463,-66.9114,-2.05,80,0,2.57,CA,1698027257
460,gaillimh,53.2719,-9.0489,10.18,93,100,7.06,IE,1698027257
461,watsa,3.0372,29.5355,17.89,98,93,1.17,CD,1698027258
462,puerto baquerizo moreno,-0.9,-89.6,23.53,80,94,5.6,EC,1698027258
463,kochubey,44.3861,46.5825,10.54,82,6,4.54,RU,1698027258
464,sisimiut,66.9395,-53.6735,-4.92,74,96,5.63,GL,1698027259
465,yekaterinoslavka,50.3734,129.1139,6.45,45,11,4.57,RU,1698026980
466,belyy yar,53.6039,91.3903,2.94,87,40,1.0,RU,1698027259
467,las palmas,28.4204,-14.0131,19.44,83,75,3.09,ES,1698027259
468,ta`u,-14.2336,-169.5144,27.17,80,83,3.98,AS,1698027260
469,kirakira,-10.4544,161.9205,29.21,68,51,1.46,SB,1698027261
470,lethem,3.3803,-59.7968,27.35,74,75,0.91,GY,1698027261
471,santana,-0.0583,-51.1817,29.1,74,20,5.14,BR,1698027261
472,tsiombe,-25.3,45.4833,19.93,76,4,2.89,MG,1698027261
473,langepas,61.2544,75.2124,-2.91,84,32,3.6,RU,1698027262
474,morogoro,-6.8167,37.6667,19.89,90,3,0.79,TZ,1698027262
475,bodaybo,57.8506,114.1933,2.07,61,88,6.23,RU,1698027262
476,abeche,13.8292,20.8324,25.51,20,68,4.15,TD,1698027262
477,hiratacho,35.4333,132.8167,19.98,64,20,3.09,JP,1698027263
478,tanjung pandan,-2.75,107.65,28.15,70,100,1.68,ID,1698027263
479,sinabang,2.4803,96.3801,26.65,80,100,1.53,ID,1698027263
480,fort st. john,56.2499,-120.8529,-7.06,73,100,4.12,CA,1698027264
481,arraial do cabo,-22.9661,-42.0278,21.12,78,100,7.45,BR,1698027264
482,kroya,-7.6331,109.2461,28.55,65,14,2.72,ID,1698027264
483,saint-philippe,-21.3585,55.7679,20.77,80,0,4.33,RE,1698027264
484,ngurore,9.2833,12.2333,24.44,45,99,1.02,NG,1698027265
485,at taraf,25.3628,49.725,22.3,57,0,1.95,SA,1698027265
486,katsuren-haebaru,26.3369,127.8719,27.77,60,75,6.17,JP,1698027265
487,hutchinson island south,27.2995,-80.2205,19.92,72,0,1.49,US,1698027265
488,prieska,-29.6641,22.7474,18.23,49,100,2.15,ZA,1698027266
489,baillif,16.0202,-61.7463,27.72,76,99,3.87,GP,1698027129
490,castillos,-34.1667,-53.8333,18.15,98,100,2.55,UY,1698027266
491,tofol,5.3248,163.0078,30.88,70,75,2.06,FM,1698027267
492,brezina,33.0989,1.2608,16.35,37,1,0.95,DZ,1698027267
493,kili,5.6439,169.1211,28.36,76,98,3.14,MH,1698027267
494,bahia de kino,28.8333,-111.9333,28.1,71,0,3.97,MX,1698027267
495,challapata,-18.9,-66.7667,10.62,72,91,3.92,BO,1698027268
496,ihosy,-22.4,46.1167,20.89,53,100,0.98,MG,1698027268
497,brookings,44.3114,-96.7984,12.08,61,20,4.12,US,1698027210
498,batangafo,7.3008,18.2833,22.2,87,97,1.78,CF,1698027268
499,punta de bombon,-17.1717,-71.7931,19.16,90,100,2.68,PE,1698027269
500,bawku,11.0616,-0.2417,26.77,41,17,2.61,GH,1698027269
501,kencong,-8.2833,113.3667,30.16,60,35,1.89,ID,1698027269
502,motueka,-41.1333,173.0167,15.16,64,68,3.08,NZ,1698027269
503,el granada,37.5027,-122.4694,16.41,92,100,4.12,US,1698027270
504,lorengau,-2.0226,147.2712,30.52,64,98,3.05,PG,1698027270
505,greenville,35.6127,-77.3663,13.52,76,0,0.89,US,1698027045
506,charlottetown,46.2352,-63.1267,7.43,97,100,8.23,CA,1698027067
507,sterling,39.0062,-77.4286,10.67,60,20,8.75,US,1698027255
508,shenjiamen,29.9576,122.298,21.65,66,8,4.07,CN,1698027271
509,urzhar,47.093,81.6294,12.61,60,100,8.21,KZ,1698027271
510,ishpeming,46.4885,-87.6676,1.22,91,59,1.29,US,1698027272
511,pokhara,28.2333,83.9833,18.89,47,10,1.84,NP,1698027272
512,kimberley,-28.7323,24.7623,15.73,52,100,5.08,ZA,1698027272
513,laguna larga,-31.7765,-63.801,20.22,87,100,4.96,AR,1698027272
514,gargalianoi,37.0667,21.6333,14.34,83,82,3.11,GR,1698027273
515,quemado de guines,22.7853,-80.2536,23.12,88,95,3.58,CU,1698027273
516,mogadishu,2.0371,45.3438,26.14,83,12,3.16,SO,1698027260
517,i-n-salah,27.1935,2.4607,27.84,24,2,2.73,DZ,1698027273
518,stephenville,32.2207,-98.2023,23.84,61,0,3.6,US,1698027274
519,upington,-28.4478,21.2561,17.21,36,0,1.54,ZA,1698027274
520,jhinjhak,26.5667,79.7333,22.42,53,1,0.06,IN,1698027274
521,ndola,-12.9587,28.6366,19.89,74,93,1.17,ZM,1698027274
522,coquimbo,-29.9533,-71.3436,14.85,88,75,3.09,CL,1698027275
523,tejen,37.3834,60.5054,18.34,37,99,1.93,TM,1698027275
524,egilsstadir,65.2653,-14.3948,3.95,93,100,4.12,IS,1698027275
525,bangassou,4.7413,22.8184,20.8,96,26,0.71,CF,1698027275
526,tympaki,35.0729,24.7685,23.46,54,91,1.43,GR,1698027275
527,bronkhorstspruit,-25.8102,28.7425,15.87,78,1,2.64,ZA,1698027276
528,likiep,9.8251,169.3107,27.34,81,99,7.13,MH,1698027276
529,puerto armuelles,8.2833,-82.8667,27.27,72,100,2.24,PA,1698027122
530,saint-leu,-21.15,55.2833,20.73,88,23,0.8,RE,1698027277
531,sibiti,-3.6819,13.3499,21.04,98,100,0.32,CG,1698027277
532,dahme,51.8667,13.4333,10.12,88,92,2.75,DE,1698027277
533,mount pearl,47.5166,-52.7813,8.28,96,100,5.66,CA,1698027278
534,ambovombe,-25.1667,46.0833,20.42,74,13,3.61,MG,1698027278
535,gurupa,-1.405,-51.64,24.5,88,75,2.31,BR,1698027278
536,shache,38.4167,77.2406,11.84,27,13,0.27,CN,1698027279
537,quelimane,-17.8786,36.8883,24.97,88,20,3.6,MZ,1698027279
538,porto novo,6.4965,2.6036,25.63,90,100,2.07,BJ,1698027051
539,vila franca do campo,37.7167,-25.4333,16.6,99,57,2.02,PT,1698027279
540,yurimaguas,-5.9,-76.0833,23.52,90,25,0.44,PE,1698027280
541,tamanrasset,22.785,5.5228,23.71,18,6,2.77,DZ,1698027280
542,sinjai,-5.1241,120.253,30.18,66,87,4.78,ID,1698027280
543,komsomol'skiy,43.9783,46.6985,10.45,86,6,3.98,RU,1698027281
544,itigi,-5.7,34.4833,19.71,50,8,3.78,TZ,1698027281
545,feodosiya,45.0333,35.3833,18.31,70,10,2.72,UA,1698027281
546,vryburg,-26.9566,24.7284,15.52,37,78,2.67,ZA,1698027281
547,jiayuguan,39.8167,98.3,11.9,19,0,0.87,CN,1698026983
548,laibin,23.7,109.2667,20.82,81,100,0.54,CN,1698027282
549,opuwo,-18.0607,13.84,18.37,21,1,2.39,NA,1698027282
550,battagram,34.6772,73.0233,13.69,60,7,2.44,PK,1698027283
551,itanhem,-17.1664,-40.33,21.15,90,100,3.03,BR,1698027283
552,illizi,26.4833,8.4667,26.45,18,32,1.97,DZ,1698027283
553,howard springs,-12.497,131.047,32.62,62,3,1.73,AU,1698027284
554,nemuro,43.3236,145.575,10.83,63,27,7.27,JP,1698027284
555,nishinoomote,30.7333,131.0,22.31,52,20,3.6,JP,1698027284
556,jaisalmer,26.9147,70.9181,26.66,42,3,2.33,IN,1698027284
557,swakopmund,-22.6833,14.5333,12.77,84,0,3.0,NA,1698027279
558,nagqu,31.5,92.0,-1.69,71,77,2.31,CN,1698027285
559,rabaul,-4.1967,152.1721,28.31,78,91,4.11,PG,1698027285
560,ad dilam,23.9915,47.1627,24.23,44,0,1.41,SA,1698027285
561,wotho,10.1657,166.0102,28.12,75,100,4.64,MH,1698027286
562,panaba,21.2833,-88.2667,23.56,87,22,3.75,MX,1698027286
563,vuktyl,63.8567,57.3094,-1.01,73,100,6.39,RU,1698027286
564,port macquarie,-31.4333,152.9167,24.54,44,11,5.63,AU,1698027259
565,isla mujeres,21.2311,-86.731,25.09,75,16,5.11,MX,1698027287
566,broken hill,-31.95,141.4333,20.74,26,0,0.68,AU,1698027287
567,galich,58.3797,42.3475,0.09,97,100,1.69,RU,1698027287
568,misratah,32.3754,15.0925,23.32,76,2,4.38,LY,1698027287
569,bowie,33.4501,-94.4335,20.51,86,100,2.23,US,1698027288
570,arvayheer,46.2639,102.775,6.21,28,18,1.21,MN,1698027288
571,ukmerge,55.25,24.75,7.04,97,100,5.31,LT,1698027288
572,rethymno,35.3647,24.4714,18.79,57,95,1.29,GR,1698027288
573,barcelos,41.5388,-8.6151,13.59,95,100,1.65,PT,1698027289
574,laranjeiras do sul,-25.4078,-52.4161,18.01,62,100,1.8,BR,1698027170
575,chinchilla,-26.75,150.6333,33.36,20,0,4.8,AU,1698027289
576,carutapera,-1.195,-46.02,26.24,85,42,3.39,BR,1698027289
577,ust'-ilimsk,58.0006,102.6619,1.6,66,87,1.94,RU,1698027290
578,santa marta de ortigueira,43.6833,-7.85,14.02,87,100,4.17,ES,1698027290
579,kirensk,57.7853,108.1119,1.57,67,26,3.49,RU,1698027290
580,bandundu,-3.3167,17.3667,23.23,91,100,1.13,CD,1698027291
581,kurandvad,16.6833,74.5833,23.3,54,87,1.9,IN,1698027291
582,auki,-8.7676,160.7034,29.24,73,44,2.84,SB,1698027107
